,ID,COMPANY,PROVINCE,geometry,index_right,Latitude,Longitude
6349,12317301,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.90441693981738 55.91413037191562),0,55.91413037191562,-120.90441693981738
6351,12317303,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.32308036467806 55.340643562172474),0,55.340643562172474,-120.32308036467806
6352,12317304,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.26875862072436 55.283494289181235),0,55.283494289181235,-120.26875862072436
6354,12317306,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.3788270737283 55.349588842592254),0,55.349588842592254,-120.3788270737283
6363,12317315,Bonterra Energy Corp.,BRITISH COLUMBIA,POINT (-120.94423217822124 56.854458709684174),0,56.854458709684174,-120.94423217822124
6367,12317319,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.57865383039788 56.75754685643695),0,56.75754685643695,-121.57865383039788
6373,12317325,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.34755950015493 56.93539423194838),0,56.93539423194838,-120.34755950015493
6377,12317329,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.29043604109737 57.019396777822955),0,57.019396777822955,-122.29043604109737
6380,12317332,Cenovus Energy Inc.,BRITISH COLUMBIA,POINT (-120.74112635222708 55.45128322290554),0,55.45128322290554,-120.74112635222708
6384,12317336,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.07968180958564 55.5989603149709),0,55.5989603149709,-120.07968180958564
6385,12317337,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.0795231830147 55.59895833309931),0,55.59895833309931,-120.0795231830147
6387,12317339,Coelacanth Energy Inc.,BRITISH COLUMBIA,POINT (-120.23610791901726 56.41770799700112),0,56.41770799700112,-120.23610791901726
6392,12317344,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.01809801410894 55.61712462608845),0,55.61712462608845,-120.01809801410894
6397,12317349,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.6295018779544 56.82287478976236),0,56.82287478976236,-120.6295018779544
6449,12317401,Kelt Exploration  Ltd.,BRITISH COLUMBIA,POINT (-120.7933999410613 56.49795375028032),0,56.49795375028032,-120.7933999410613
6453,12317405,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.74955728096843 57.00004095612001),0,57.00004095612001,-121.74955728096843
6454,12317406,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-121.96477293590382 56.33723490599401),0,56.33723490599401,-121.96477293590382
6457,12317409,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.81955360258509 57.09164775061115),0,57.09164775061115,-121.81955360258509
6459,12317411,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.20789240442315 57.36398347875609),0,57.36398347875609,-121.20789240442315
6465,12317417,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.4759410763704 56.00107090124928),0,56.00107090124928,-120.4759410763704
6474,12317426,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.02699120413045 57.716154415903),0,57.716154415903,-121.02699120413045
6479,12317431,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.84489535002878 56.94556055721468),0,56.94556055721468,-120.84489535002878
6484,12317436,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.98520590655617 57.10628434930807),0,57.10628434930807,-120.98520590655617
6486,12317438,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.5558382377107 55.57237975963544),0,55.57237975963544,-120.5558382377107
6496,12317448,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.34691069975082 55.32720583790392),0,55.32720583790392,-120.34691069975082
6500,12317452,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.10590008065248 57.754502601958166),0,57.754502601958166,-121.10590008065248
6501,12317453,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.11856998860763 56.95577192366091),0,56.95577192366091,-120.11856998860763
6504,12317456,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.12304855304382 57.710917938694365),0,57.710917938694365,-121.12304855304382
6506,12317458,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.05073914581047 57.71573075248745),0,57.71573075248745,-121.05073914581047
6507,12317459,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.07387124418302 57.71124299261748),0,57.71124299261748,-121.07387124418302
6560,12317512,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.13118930567161 55.86997043650441),0,55.86997043650441,-120.13118930567161
6564,12317516,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-120.87092609564364 56.392487754538784),0,56.392487754538784,-120.87092609564364
6569,12317521,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.87784753868729 55.81366053368935),0,55.81366053368935,-120.87784753868729
6573,12317525,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.29754676462747 57.04767268722315),0,57.04767268722315,-122.29754676462747
6574,12317526,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.11938831303176 57.78402257494571),0,57.78402257494571,-121.11938831303176
6586,12317538,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.8303223919027 55.73361576509792),0,55.73361576509792,-120.8303223919027
6594,12317546,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.37010287749229 57.389318839018344),0,57.389318839018344,-121.37010287749229
6597,12317549,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.90832721958135 55.8310575973468),0,55.8310575973468,-120.90832721958135
6600,12317552,Zargon Oil & Gas Ltd.,BRITISH COLUMBIA,POINT (-122.04090749704852 57.353460056403165),0,57.353460056403165,-122.04090749704852
6603,12317555,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.02695525503691 55.562508564504064),0,55.562508564504064,-120.02695525503691
6604,12317556,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.7569268612793 55.88175376741583),0,55.88175376741583,-120.7569268612793
6605,12317557,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.0271138670366 55.56250881889434),0,55.56250881889434,-120.0271138670366
6606,12317558,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.02727096422238 55.56250813682044),0,55.56250813682044,-120.02727096422238
6609,12317561,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.64428108305655 55.73687776277903),0,55.73687776277903,-120.64428108305655
6611,12317563,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.84984789379602 57.542018894974575),0,57.542018894974575,-121.84984789379602
6612,12317564,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.8495857310882 57.541855702630066),0,57.541855702630066,-121.8495857310882
6664,12317616,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.08488551526702 56.33998045879041),0,56.33998045879041,-122.08488551526702
6668,12317620,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.01211098591884 56.70973227669482),0,56.70973227669482,-122.01211098591884
6669,12317621,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.8339016429496 57.070530522892234),0,57.070530522892234,-121.8339016429496
6671,12317623,Zargon Oil & Gas Ltd.,BRITISH COLUMBIA,POINT (-122.02740132829585 57.41309835339145),0,57.41309835339145,-122.02740132829585
6675,12317627,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.9314023599733 56.07982516197763),0,56.07982516197763,-120.9314023599733
6680,12317632,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.29980838251852 55.24118653831022),0,55.24118653831022,-120.29980838251852
6681,12317633,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.16605244683618 55.65692436447317),0,55.65692436447317,-120.16605244683618
6690,12317642,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.47858078691405 55.35689686270851),0,55.35689686270851,-120.47858078691405
6691,12317643,Bonterra Energy Corp.,BRITISH COLUMBIA,POINT (-120.92161482048778 56.89515857458041),0,56.89515857458041,-120.92161482048778
6693,12317645,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.01787764062803 55.60101385666666),0,55.60101385666666,-120.01787764062803
6694,12317646,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.86744584168389 55.80814107741206),0,55.80814107741206,-120.86744584168389
6699,12317651,Bonterra Energy Corp.,BRITISH COLUMBIA,POINT (-120.95593947216744 56.92041284719374),0,56.92041284719374,-120.95593947216744
6700,12317652,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.09842202419443 56.96868324637653),0,56.96868324637653,-122.09842202419443
6701,12317653,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.66514509549714 55.487763370795975),0,55.487763370795975,-120.66514509549714
6702,12317654,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.50992379321154 55.4617849861237),0,55.4617849861237,-120.50992379321154
6704,12317656,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.22224135071893 55.87107151541981),0,55.87107151541981,-120.22224135071893
6705,12317657,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.46265706446229 56.909275500658424),0,56.909275500658424,-121.46265706446229
6711,12317663,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.8236717236796 55.69918923365272),0,55.69918923365272,-120.8236717236796
6716,12317668,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.97691236675023 57.00423859829891),0,57.00423859829891,-120.97691236675023
6717,12317669,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.41866842640647 57.13922740998212),0,57.13922740998212,-122.41866842640647
6771,12317723,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.95453198255252 57.36373181415843),0,57.36373181415843,-121.95453198255252
6774,12317726,Aduro Resources Ltd.,BRITISH COLUMBIA,POINT (-121.49423406526326 56.15537579670721),0,56.15537579670721,-121.49423406526326
6776,12317728,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.41032304151214 57.12848103924495),0,57.12848103924495,-122.41032304151214
6783,12317735,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.90833186538511 55.8310900303392),0,55.8310900303392,-120.90833186538511
6784,12317736,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.9090859879727 55.83078470025991),0,55.83078470025991,-120.9090859879727
6789,12317741,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.91903232432765 56.002476340270306),0,56.002476340270306,-120.91903232432765
6790,12317742,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.91301537473731 57.58048919784004),0,57.58048919784004,-121.91301537473731
6795,12317747,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.05969684251686 56.23768191178533),0,56.23768191178533,-122.05969684251686
6796,12317748,Zargon Oil & Gas Ltd.,BRITISH COLUMBIA,POINT (-122.07147363540385 57.36229089808281),0,57.36229089808281,-122.07147363540385
6797,12317749,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.43647907108618 57.10844106981697),0,57.10844106981697,-121.43647907108618
6798,12317750,Zargon Oil & Gas Ltd.,BRITISH COLUMBIA,POINT (-122.01958949160172 57.42179127536574),0,57.42179127536574,-122.01958949160172
6799,12317751,Zargon Oil & Gas Ltd.,BRITISH COLUMBIA,POINT (-121.99732133347219 57.37957962919808),0,57.37957962919808,-121.99732133347219
6800,12317752,Zargon Oil & Gas Ltd.,BRITISH COLUMBIA,POINT (-121.99986084524669 57.392600751336026),0,57.392600751336026,-121.99986084524669
6801,12317753,Zargon Oil & Gas Ltd.,BRITISH COLUMBIA,POINT (-122.02603593877261 57.373715972572974),0,57.373715972572974,-122.02603593877261
6803,12317755,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.36868482916397 57.058029504936314),0,57.058029504936314,-122.36868482916397
6806,12317758,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.2030422011777 56.75942932436027),0,56.75942932436027,-122.2030422011777
6807,12317759,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.32532574362266 56.57217562013747),0,56.57217562013747,-120.32532574362266
6811,12317763,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.45530452346304 55.97195057779561),0,55.97195057779561,-120.45530452346304
6812,12317764,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.03419694642673 55.53925364780088),0,55.53925364780088,-120.03419694642673
6813,12317765,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.03419737544564 55.53916375845678),0,55.53916375845678,-120.03419737544564
6814,12317766,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.03419292322724 55.53907554887017),0,55.53907554887017,-120.03419292322724
6815,12317767,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.25338667733728 57.320657961515955),0,57.320657961515955,-121.25338667733728
6817,12317769,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.30012306387162 55.241186312774445),0,55.241186312774445,-120.30012306387162
6818,12317770,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.86846770577492 56.03558693073005),0,56.03558693073005,-120.86846770577492
6819,12317771,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.17039519283033 55.88408821797347),0,55.88408821797347,-120.17039519283033
6820,12317772,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.14222112225606 55.83369925606812),0,55.83369925606812,-120.14222112225606
6821,12317773,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.86930822358383 56.03574435089415),0,56.03574435089415,-120.86930822358383
6873,12317825,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.88763198868494 56.13982914304227),0,56.13982914304227,-120.88763198868494
6874,12317826,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.11583659731258 56.359206416430396),0,56.359206416430396,-122.11583659731258
6875,12317827,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.11619225213637 56.354297292410685),0,56.354297292410685,-122.11619225213637
6876,12317828,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.21566518320282 57.299883752852004),0,57.299883752852004,-122.21566518320282
6877,12317829,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.84534229766558 55.935551775843386),0,55.935551775843386,-120.84534229766558
6880,12317832,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.77645991337633 56.68476152016096),0,56.68476152016096,-121.77645991337633
6881,12317833,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.24986854101287 55.94057359551129),0,55.94057359551129,-120.24986854101287
6883,12317835,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-121.95383457525608 56.74548835618168),0,56.74548835618168,-121.95383457525608
6888,12317840,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.8695369879024 56.03578784595695),0,56.03578784595695,-120.8695369879024
6889,12317841,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.50093123559725 55.68166552247398),0,55.68166552247398,-120.50093123559725
6891,12317843,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.22184146842032 55.87107417084684),0,55.87107417084684,-120.22184146842032
6892,12317844,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.0592387530993 56.23747985959129),0,56.23747985959129,-122.0592387530993
6894,12317846,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.37702137734678 55.94809000557713),0,55.94809000557713,-120.37702137734678
6895,12317847,Yoho Resources Inc.,BRITISH COLUMBIA,POINT (-121.009479389625 57.14427483120881),0,57.14427483120881,-121.009479389625
6897,12317849,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.24570229777765 56.95484705528348),0,56.95484705528348,-122.24570229777765
6898,12317850,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.58112471272848 55.725364738293145),0,55.725364738293145,-120.58112471272848
6899,12317851,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.58096547614912 55.725364297602134),0,55.725364297602134,-120.58096547614912
6901,12317853,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.52345913959144 55.88090141880304),0,55.88090141880304,-120.52345913959144
6903,12317855,Yoho Resources Inc.,BRITISH COLUMBIA,POINT (-120.99888890210944 57.13003764094881),0,57.13003764094881,-120.99888890210944
6904,12317856,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.87161914803679 56.06689075006327),0,56.06689075006327,-120.87161914803679
6906,12317858,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.54589983878634 55.8260654641327),0,55.8260654641327,-120.54589983878634
6908,12317860,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.30406840412833 56.568894958451395),0,56.568894958451395,-120.30406840412833
6909,12317861,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.33988314348507 55.40038773239173),0,55.40038773239173,-120.33988314348507
6910,12317862,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.34013478407046 55.400380624045034),0,55.400380624045034,-120.34013478407046
6916,12317868,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.27605974183857 55.58705492408682),0,55.58705492408682,-120.27605974183857
6918,12317870,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.4564553799986 57.18819204743157),0,57.18819204743157,-122.4564553799986
6919,12317871,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.27603414338995 55.586966260090186),0,55.586966260090186,-120.27603414338995
6921,12317873,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.91428292266342 55.731266805161916),0,55.731266805161916,-120.91428292266342
6922,12317874,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.63373312040837 57.486215574988535),0,57.486215574988535,-121.63373312040837
6924,12317876,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.68283384995033 57.54869065882967),0,57.54869065882967,-121.68283384995033
6925,12317877,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.68557592885074 57.537972920170795),0,57.537972920170795,-121.68557592885074
6932,12317884,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.1313935496476 57.77568200179136),0,57.77568200179136,-121.1313935496476
6989,12317941,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.9063228983292 56.09728220554042),0,56.09728220554042,-120.9063228983292
6997,12317949,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.15674387884388 56.596916194788676),0,56.596916194788676,-122.15674387884388
6998,12317950,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.23767909299882 55.667972049111356),0,55.667972049111356,-120.23767909299882
7008,12317960,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.29091280294338 55.67388661396629),0,55.67388661396629,-120.29091280294338
7009,12317961,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.46739160620038 57.11922789222887),0,57.11922789222887,-121.46739160620038
7010,12317962,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.58050309322655 57.06994136084447),0,57.06994136084447,-122.58050309322655
7011,12317963,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.44261408265443 57.11377437316276),0,57.11377437316276,-121.44261408265443
7012,12317964,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.7444176992565 56.9699689794774),0,56.9699689794774,-120.7444176992565
7016,12317968,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.64531493422074 55.736878715124696),0,55.736878715124696,-120.64531493422074
7017,12317969,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.58228906777528 55.89655297204255),0,55.89655297204255,-120.58228906777528
7022,12317974,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.05975539242128 56.23759699778711),0,56.23759699778711,-122.05975539242128
7025,12317977,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.07878106573835 56.23743550672361),0,56.23743550672361,-122.07878106573835
7027,12317979,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.20241436394149 55.594370600722506),0,55.594370600722506,-120.20241436394149
7028,12317980,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.20265210200591 55.59437602796914),0,55.59437602796914,-120.20265210200591
7030,12317982,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.74366180625094 55.979235673821734),0,55.979235673821734,-120.74366180625094
7031,12317983,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.74368594889226 55.97920645674779),0,55.97920645674779,-120.74368594889226
7032,12317984,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.74371014507898 55.97917634252361),0,55.97917634252361,-120.74371014507898
7033,12317985,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.74373594272062 55.97914625703387),0,55.97914625703387,-120.74373594272062
7034,12317986,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.74376008685378 55.979117040013115),0,55.979117040013115,-120.74376008685378
7036,12317988,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.49502220083482 55.68816509143363),0,55.68816509143363,-120.49502220083482
7037,12317989,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.19871704246337 55.56958405785292),0,55.56958405785292,-120.19871704246337
7038,12317990,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.19895501357695 55.5695841063132),0,55.5695841063132,-120.19895501357695
7039,12317991,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.03087080159202 55.551614239283715),0,55.551614239283715,-120.03087080159202
7089,12318041,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.74496175402066 56.65841199837958),0,56.65841199837958,-121.74496175402066
7091,12318043,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.06182821056521 56.77651840451491),0,56.77651840451491,-122.06182821056521
7092,12318044,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.13458015006165 56.93922045340384),0,56.93922045340384,-122.13458015006165
7095,12318047,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.59933990742194 55.99930800524644),0,55.99930800524644,-120.59933990742194
7105,12318057,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.48816955644196 55.63492946660162),0,55.63492946660162,-120.48816955644196
7108,12318060,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.77151665897235 55.9696828067715),0,55.9696828067715,-120.77151665897235
7110,12318062,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.02624143079754 55.56250831616519),0,55.56250831616519,-120.02624143079754
7111,12318063,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.37325661030434 55.82619967506061),0,55.82619967506061,-120.37325661030434
7112,12318064,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.3728573062675 55.82620103054168),0,55.82620103054168,-120.3728573062675
7113,12318065,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.02608275097816 55.56250895923645),0,55.56250895923645,-120.02608275097816
7114,12318066,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.50077286885119 55.681654207488606),0,55.681654207488606,-120.50077286885119
7115,12318067,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.77142358802173 55.96884887767041),0,55.96884887767041,-120.77142358802173
7116,12318068,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.100206408267 56.183272187833325),0,56.183272187833325,-122.100206408267
7117,12318069,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.48706363319928 55.4778695546083),0,55.4778695546083,-120.48706363319928
7121,12318073,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.19447067935974 55.86700082344429),0,55.86700082344429,-120.19447067935974
7123,12318075,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.33612139371013 55.39584352711287),0,55.39584352711287,-120.33612139371013
7125,12318077,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.33613105683513 55.39569990897478),0,55.39569990897478,-120.33613105683513
7130,12318082,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.40975173698108 55.988854926196915),0,55.988854926196915,-120.40975173698108
7134,12318086,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.1422204535419 55.83338191840966),0,55.83338191840966,-120.1422204535419
7135,12318087,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.31503774831286 55.23078565890842),0,55.23078565890842,-120.31503774831286
7136,12318088,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.42555068980771 55.98896219619636),0,55.98896219619636,-120.42555068980771
7137,12318089,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.74265173249319 55.92957050323139),0,55.92957050323139,-120.74265173249319
7138,12318090,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.74265260631242 55.9297206126811),0,55.9297206126811,-120.74265260631242
7139,12318091,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.93787616637775 56.05851919200944),0,56.05851919200944,-120.93787616637775
7142,12318094,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-121.02464451640475 56.01318182121913),0,56.01318182121913,-121.02464451640475
7144,12318096,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.3007523639676 55.2411867570211),0,55.2411867570211,-120.3007523639676
7145,12318097,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.30043774365004 55.241186086371656),0,55.241186086371656,-120.30043774365004
7150,12318102,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.41598181409702 56.00057443549558),0,56.00057443549558,-120.41598181409702
7208,12318160,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.13599353442399 55.860382063835665),0,55.860382063835665,-120.13599353442399
7213,12318165,STRATHCONA RESOURCES LTD.,BRITISH COLUMBIA,POINT (-120.57381316342855 56.980491987935366),0,56.980491987935366,-120.57381316342855
7216,12318168,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.3374836714081 55.991425991260684),0,55.991425991260684,-120.3374836714081
7223,12318175,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.87623375395027 57.537145810548516),0,57.537145810548516,-121.87623375395027
7225,12318177,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.83831060992846 55.74643643037853),0,55.74643643037853,-120.83831060992846
7227,12318179,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.37711417846076 55.38814544045297),0,55.38814544045297,-120.37711417846076
7229,12318181,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.0732771279302 55.57391121370082),0,55.57391121370082,-120.0732771279302
7230,12318182,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.04725360095577 56.38790069092913),0,56.38790069092913,-122.04725360095577
7232,12318184,Cenovus Energy Inc.,BRITISH COLUMBIA,POINT (-120.13094619667223 55.47745149762899),0,55.47745149762899,-120.13094619667223
7233,12318185,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.14477502329991 55.63327024593908),0,55.63327024593908,-120.14477502329991
7235,12318187,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.45744656259647 55.98070804678847),0,55.98070804678847,-120.45744656259647
7236,12318188,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.45530513094127 55.97150207372746),0,55.97150207372746,-120.45530513094127
7237,12318189,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.40310094598918 56.00127534776181),0,56.00127534776181,-120.40310094598918
