,ID,COMPANY,PROVINCE,geometry,index_right,Latitude,Longitude
1,12310953,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.351596066852 55.92593483647481),0,55.92593483647481,-120.351596066852
2,12310954,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.26072461348915 55.928172684511786),0,55.928172684511786,-120.26072461348915
4,12310956,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.60799762630674 56.03236873348571),0,56.03236873348571,-120.60799762630674
10,12310962,VERMILION ENERGY INC.,BRITISH COLUMBIA,POINT (-120.117681118745 56.07899143514987),0,56.07899143514987,-120.117681118745
11,12310963,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.17818240860619 56.978620990893596),0,56.978620990893596,-122.17818240860619
13,12310965,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.04996215726585 56.280730952981074),0,56.280730952981074,-120.04996215726585
14,12310966,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.45076707627388 56.97810225300985),0,56.97810225300985,-122.45076707627388
15,12310967,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-121.68988567766333 56.28861629762722),0,56.28861629762722,-121.68988567766333
16,12310968,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.34763725493185 55.910066586386655),0,55.910066586386655,-120.34763725493185
18,12310970,Enercapita Energy Ltd.,BRITISH COLUMBIA,POINT (-120.25874027035835 56.62001870255959),0,56.62001870255959,-120.25874027035835
20,12310972,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.72766534988149 56.32569977474828),0,56.32569977474828,-120.72766534988149
22,12310974,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.56415849845105 55.658742274804375),0,55.658742274804375,-120.56415849845105
24,12310976,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.34741221215351 55.91689175789049),0,55.91689175789049,-120.34741221215351
30,12310982,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.232782109452 56.83939799150433),0,56.83939799150433,-122.232782109452
31,12310983,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.55045768170487 56.64233495770302),0,56.64233495770302,-121.55045768170487
32,12310984,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.06419975621489 56.39823129550798),0,56.39823129550798,-122.06419975621489
34,12310986,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.77262703879448 57.043122821753265),0,57.043122821753265,-121.77262703879448
35,12310987,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.91521366581287 55.94500434648984),0,55.94500434648984,-120.91521366581287
41,12310993,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.40548741404011 56.00280124630205),0,56.00280124630205,-120.40548741404011
44,12310996,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.08866529353202 56.36252955431156),0,56.36252955431156,-122.08866529353202
48,12311000,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.55634295520937 55.9431292652758),0,55.9431292652758,-120.55634295520937
49,12311001,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.59102233305107 56.05166311841212),0,56.05166311841212,-120.59102233305107
50,12311002,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-121.04843830610605 56.05819981305446),0,56.05819981305446,-121.04843830610605
51,12311003,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.21717771740668 55.96291722679131),0,55.96291722679131,-120.21717771740668
52,12311004,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.71217551779998 55.949627961506664),0,55.949627961506664,-120.71217551779998
53,12311005,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.97328003363668 56.09322209518043),0,56.09322209518043,-120.97328003363668
58,12311010,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.5043329898582 56.0097481010655),0,56.0097481010655,-120.5043329898582
59,12311011,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.33064880407808 56.79783782202732),0,56.79783782202732,-120.33064880407808
60,12311012,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.51360824766864 57.04619878453636),0,57.04619878453636,-121.51360824766864
61,12311013,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.89002891513498 57.04106766519573),0,57.04106766519573,-121.89002891513498
62,12311014,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.69802678334187 56.01733451725068),0,56.01733451725068,-120.69802678334187
64,12311016,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-121.0503542119327 56.11763053365259),0,56.11763053365259,-121.0503542119327
65,12311017,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.77280176267163 57.00814407548583),0,57.00814407548583,-121.77280176267163
66,12311018,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.40524080168626 55.92023688177779),0,55.92023688177779,-120.40524080168626
67,12311019,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-121.03640328429614 56.09979597777379),0,56.09979597777379,-121.03640328429614
68,12311020,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.29482527252328 55.96969749444867),0,55.96969749444867,-120.29482527252328
69,12311021,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.08401424850517 55.6843955295516),0,55.6843955295516,-120.08401424850517
70,12311022,VERMILION ENERGY INC.,BRITISH COLUMBIA,POINT (-120.09050488305608 56.035570722228194),0,56.035570722228194,-120.09050488305608
72,12311024,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-121.0657498007602 56.10090195811388),0,56.10090195811388,-121.0657498007602
74,12311026,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.5481501854678 56.02780253241364),0,56.02780253241364,-120.5481501854678
75,12311027,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.03051384383353 56.307139241034605),0,56.307139241034605,-122.03051384383353
77,12311029,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.43712365973181 56.01067728258367),0,56.01067728258367,-120.43712365973181
79,12311031,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.06499872408081 56.39779223107391),0,56.39779223107391,-122.06499872408081
80,12311032,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.29504865817853 55.93571295226362),0,55.93571295226362,-120.29504865817853
81,12311033,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.59769519245238 57.074003324426876),0,57.074003324426876,-121.59769519245238
83,12311035,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.10057351276103 56.786071688171354),0,56.786071688171354,-122.10057351276103
84,12311036,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.2693112789304 56.91174024696018),0,56.91174024696018,-122.2693112789304
85,12311037,Yoho Resources Inc.,BRITISH COLUMBIA,POINT (-121.6910422189507 56.562455677855176),0,56.562455677855176,-121.6910422189507
86,12311038,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.62574925554823 56.841465094593964),0,56.841465094593964,-121.62574925554823
87,12311039,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.92185390640931 57.44179353475283),0,57.44179353475283,-121.92185390640931
88,12311040,Canlin Energy Corporation,BRITISH COLUMBIA,POINT (-120.29875494017591 56.07064967240594),0,56.07064967240594,-120.29875494017591
89,12311041,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.5998605423462 55.94536691448776),0,55.94536691448776,-120.5998605423462
90,12311042,VERMILION ENERGY INC.,BRITISH COLUMBIA,POINT (-120.21701973423835 56.00032579069963),0,56.00032579069963,-120.21701973423835
91,12311043,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.55812240665573 57.05751682282724),0,57.05751682282724,-121.55812240665573
92,12311044,Todd Energy Canada Limited,BRITISH COLUMBIA,POINT (-121.66712214182931 56.99372456181978),0,56.99372456181978,-121.66712214182931
95,12311047,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.0377706435243 56.74531427799223),0,56.74531427799223,-122.0377706435243
96,12311048,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.768352783081 55.912929116128765),0,55.912929116128765,-120.768352783081
98,12311050,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.65668379227611 55.97218122915587),0,55.97218122915587,-120.65668379227611
101,12311053,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.14227588975731 55.92186709664957),0,55.92186709664957,-120.14227588975731
104,12311056,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.27829108195924 56.84204038552333),0,56.84204038552333,-122.27829108195924
105,12311057,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.99559066247778 56.121816642011225),0,56.121816642011225,-120.99559066247778
108,12311060,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.50735405878854 55.634782208228714),0,55.634782208228714,-120.50735405878854
109,12311061,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.46652153314662 57.12519340259817),0,57.12519340259817,-121.46652153314662
110,12311062,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.08118453242295 56.629437193674526),0,56.629437193674526,-122.08118453242295
111,12311063,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.26294031134556 55.97411384964304),0,55.97411384964304,-120.26294031134556
112,12311064,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.0146614811695 56.693312018233556),0,56.693312018233556,-122.0146614811695
124,12311076,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.29393830029036 55.943217617717245),0,55.943217617717245,-120.29393830029036
125,12311077,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.7905653497312 56.70544063199438),0,56.70544063199438,-121.7905653497312
126,12311078,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.06232022098632 56.40927177167968),0,56.40927177167968,-122.06232022098632
127,12311079,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.47186396479262 55.770065990751974),0,55.770065990751974,-120.47186396479262
128,12311080,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.50575097678274 55.76984890671499),0,55.76984890671499,-120.50575097678274
130,12311082,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.07208889357844 55.622113478502456),0,55.622113478502456,-120.07208889357844
134,12311086,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.15737291089044 55.66264089685296),0,55.66264089685296,-120.15737291089044
136,12311088,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.73630711665103 56.03535325451381),0,56.03535325451381,-120.73630711665103
137,12311089,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.71255469208528 56.00523674453222),0,56.00523674453222,-120.71255469208528
139,12311091,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.27694101723347 57.165065522626),0,57.165065522626,-121.27694101723347
140,12311092,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.29555804627401 55.98336834226779),0,55.98336834226779,-120.29555804627401
141,12311093,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.76996295716135 57.05950060196347),0,57.05950060196347,-121.76996295716135
144,12311096,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.46542017709776 56.02564211846506),0,56.02564211846506,-120.46542017709776
145,12311097,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.10017299831739 56.26633696632053),0,56.26633696632053,-120.10017299831739
147,12311099,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.12646748212197 56.34630344287941),0,56.34630344287941,-120.12646748212197
151,12311103,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.64052806198815 55.99429754594522),0,55.99429754594522,-120.64052806198815
152,12311104,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.02182260523716 56.30192920862753),0,56.30192920862753,-120.02182260523716
154,12311106,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.15244147439181 55.91303453904649),0,55.91303453904649,-120.15244147439181
155,12311107,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.51649780208483 55.94080697119312),0,55.94080697119312,-120.51649780208483
156,12311108,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.77396806813421 55.88500112854302),0,55.88500112854302,-120.77396806813421
157,12311109,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.48164224058928 55.973926582083706),0,55.973926582083706,-120.48164224058928
160,12311112,VERMILION ENERGY INC.,BRITISH COLUMBIA,POINT (-120.11633881064569 56.065830732693264),0,56.065830732693264,-120.11633881064569
161,12311113,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.0477082027278 57.382684111526295),0,57.382684111526295,-122.0477082027278
165,12311117,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.10437621646528 56.80841295448245),0,56.80841295448245,-122.10437621646528
167,12311119,Catapult Environmental Inc.,BRITISH COLUMBIA,POINT (-120.58845971055268 56.05375979325374),0,56.05375979325374,-120.58845971055268
173,12311125,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.08727592172966 56.28033833497442),0,56.28033833497442,-120.08727592172966
174,12311126,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.71798830324485 55.80093718801999),0,55.80093718801999,-120.71798830324485
175,12311127,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.34738490436949 55.9227301678037),0,55.9227301678037,-120.34738490436949
176,12311128,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.5110954634952 55.62945109947653),0,55.62945109947653,-120.5110954634952
177,12311129,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.05339342673268 56.646397827732585),0,56.646397827732585,-122.05339342673268
178,12311130,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.02135044506284 56.31724837196377),0,56.31724837196377,-120.02135044506284
179,12311131,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.04761378672869 56.302517945356946),0,56.302517945356946,-120.04761378672869
182,12311134,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.76804457816107 57.02722768103156),0,57.02722768103156,-121.76804457816107
183,12311135,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.29507920399851 55.93570002701451),0,55.93570002701451,-120.29507920399851
185,12311137,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.54640675545376 56.64222457227128),0,56.64222457227128,-121.54640675545376
186,12311138,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.56906515348314 55.94289543539231),0,55.94289543539231,-120.56906515348314
187,12311139,Shell Canada Limited,BRITISH COLUMBIA,POINT (-120.84695366627962 55.922315302821886),0,55.922315302821886,-120.84695366627962
188,12311140,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.1823087792361 55.92830346086487),0,55.92830346086487,-120.1823087792361
189,12311141,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.11008328519574 56.799774779887805),0,56.799774779887805,-122.11008328519574
191,12311143,Longshore Resources Ltd.,BRITISH COLUMBIA,POINT (-121.16050819873037 56.29807681907906),0,56.29807681907906,-121.16050819873037
192,12311144,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.13169894382304 55.801835994750554),0,55.801835994750554,-120.13169894382304
193,12311145,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.71229956977142 55.821967003089895),0,55.821967003089895,-120.71229956977142
195,12311147,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.4032865625727 55.90645533112542),0,55.90645533112542,-120.4032865625727
200,12311152,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.93117330461668 56.12782394086308),0,56.12782394086308,-120.93117330461668
201,12311153,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.2950757844151 55.91869771266375),0,55.91869771266375,-120.2950757844151
202,12311154,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.612408270886 55.89987005385992),0,55.89987005385992,-120.612408270886
203,12311155,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.91818450341985 56.11843481867816),0,56.11843481867816,-120.91818450341985
205,12311157,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.43755214610911 56.01824846641225),0,56.01824846641225,-120.43755214610911
206,12311158,VERMILION ENERGY INC.,BRITISH COLUMBIA,POINT (-120.0345477795147 55.95524329870102),0,55.95524329870102,-120.0345477795147
208,12311160,VERMILION ENERGY INC.,BRITISH COLUMBIA,POINT (-120.03372944406783 55.994018177819946),0,55.994018177819946,-120.03372944406783
209,12311161,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.60013987897564 55.9335999093447),0,55.9335999093447,-120.60013987897564
210,12311162,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.35124180810865 55.91748534439048),0,55.91748534439048,-120.35124180810865
212,12311164,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.3043334698409 56.57330636771576),0,56.57330636771576,-121.3043334698409
214,12311166,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.64044775911631 55.998362112364354),0,55.998362112364354,-120.64044775911631
218,12311170,Kelt Exploration  Ltd.,BRITISH COLUMBIA,POINT (-120.73294322984334 56.44916210440889),0,56.44916210440889,-120.73294322984334
220,12311172,Crew Energy Inc.,BRITISH COLUMBIA,POINT (-120.97155315181843 56.129404560426686),0,56.129404560426686,-120.97155315181843
221,12311173,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.63233074148916 55.88939676774467),0,55.88939676774467,-120.63233074148916
222,12311174,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.07518184580469 56.6379244421829),0,56.6379244421829,-122.07518184580469
223,12311175,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.50356845624641 57.07677562064146),0,57.07677562064146,-121.50356845624641
225,12311177,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.51708142626002 55.997663094775184),0,55.997663094775184,-120.51708142626002
228,12311180,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.70013884481743 57.106921079648245),0,57.106921079648245,-121.70013884481743
229,12311181,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.94064902351491 57.379614387824596),0,57.379614387824596,-121.94064902351491
230,12311182,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.11084133657315 56.27361902914496),0,56.27361902914496,-122.11084133657315
234,12311186,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.02182071835787 56.301843541909065),0,56.301843541909065,-120.02182071835787
236,12311188,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.87054389798294 56.035940270288414),0,56.035940270288414,-120.87054389798294
237,12311189,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.4033368327114 55.92062743551155),0,55.92062743551155,-120.4033368327114
239,12311191,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.69727024634253 56.02390531702337),0,56.02390531702337,-120.69727024634253
240,12311192,Kelt Exploration  Ltd.,BRITISH COLUMBIA,POINT (-120.73564299449797 56.53674134859463),0,56.53674134859463,-120.73564299449797
242,12311194,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.34733712127742 55.90137806466058),0,55.90137806466058,-120.34733712127742
244,12311196,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.63909026208745 57.071471750888826),0,57.071471750888826,-121.63909026208745
247,12311199,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.21860046084596 56.46318756760077),0,56.46318756760077,-121.21860046084596
248,12311200,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.07561922371426 55.669041044346315),0,55.669041044346315,-120.07561922371426
249,12311201,VERMILION ENERGY INC.,BRITISH COLUMBIA,POINT (-120.03796531246307 56.02977044489306),0,56.02977044489306,-120.03796531246307
253,12311205,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.59466703142535 55.87799800298916),0,55.87799800298916,-120.59466703142535
255,12311207,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.53971833038783 56.69437411127024),0,56.69437411127024,-121.53971833038783
256,12311208,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.12758994428337 56.79207587177008),0,56.79207587177008,-122.12758994428337
259,12311211,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.52511449532915 57.01338633183856),0,57.01338633183856,-121.52511449532915
260,12311212,Coelacanth Energy Inc.,BRITISH COLUMBIA,POINT (-120.49030788310803 56.1816613156607),0,56.1816613156607,-120.49030788310803
261,12311213,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.29124480865471 55.96403300844576),0,55.96403300844576,-120.29124480865471
263,12311215,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.22779622110149 56.35936364698253),0,56.35936364698253,-121.22779622110149
265,12311217,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.01479622551614 56.69330776600979),0,56.69330776600979,-122.01479622551614
305,12311257,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.1908537199362 55.892561157575074),0,55.892561157575074,-120.1908537199362
307,12311259,AQT Water Management Inc.,BRITISH COLUMBIA,POINT (-120.49250529708968 55.77388123823613),0,55.77388123823613,-120.49250529708968
308,12311260,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.26922548271801 55.9476460428836),0,55.9476460428836,-120.26922548271801
309,12311261,Cenovus Energy Inc.,BRITISH COLUMBIA,POINT (-120.43015030115197 55.26452840013851),0,55.26452840013851,-120.43015030115197
316,12311268,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.69981673816068 57.15044435125073),0,57.15044435125073,-121.69981673816068
317,12311269,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.61406061533422 56.611742113717256),0,56.611742113717256,-121.61406061533422
318,12311270,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.54023853039882 55.72552093123657),0,55.72552093123657,-120.54023853039882
319,12311271,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.66573407803357 55.760617514495806),0,55.760617514495806,-120.66573407803357
320,12311272,Kelt Exploration  Ltd.,BRITISH COLUMBIA,POINT (-120.8456799701252 56.499975798976614),0,56.499975798976614,-120.8456799701252
321,12311273,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.67700475032069 55.98635878514457),0,55.98635878514457,-120.67700475032069
323,12311275,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.29981340127122 56.89547611527103),0,56.89547611527103,-122.29981340127122
324,12311276,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.13158958499075 56.84272910097252),0,56.84272910097252,-122.13158958499075
325,12311277,Yoho Resources Inc.,BRITISH COLUMBIA,POINT (-121.7147908957727 56.53914645095056),0,56.53914645095056,-121.7147908957727
355,12311307,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.61456498151693 56.614415028763446),0,56.614415028763446,-121.61456498151693
359,12311311,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.04732074948761 56.30270064343818),0,56.30270064343818,-120.04732074948761
360,12311312,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.65968188407844 55.93073817718039),0,55.93073817718039,-120.65968188407844
361,12311313,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.44908682316802 55.99003538365417),0,55.99003538365417,-120.44908682316802
362,12311314,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.04755347289935 56.68662843063993),0,56.68662843063993,-122.04755347289935
365,12311317,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-121.69969923975641 56.307174365511045),0,56.307174365511045,-121.69969923975641
369,12311321,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.29519402337762 55.911751817980885),0,55.911751817980885,-120.29519402337762
371,12311323,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.82364622558279 57.048227113240586),0,57.048227113240586,-121.82364622558279
372,12311324,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.37092172778829 55.96254745350168),0,55.96254745350168,-120.37092172778829
374,12311326,Longshore Resources Ltd.,BRITISH COLUMBIA,POINT (-121.17075839425725 56.28691903878797),0,56.28691903878797,-121.17075839425725
375,12311327,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.66066343787152 55.92460826192816),0,55.92460826192816,-120.66066343787152
381,12311333,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.51227378118669 56.005191210649976),0,56.005191210649976,-120.51227378118669
382,12311334,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.5486271574001 55.904551989163956),0,55.904551989163956,-120.5486271574001
385,12311337,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.88746237961301 56.232919112775555),0,56.232919112775555,-121.88746237961301
386,12311338,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-121.83245247315344 56.230228814036195),0,56.230228814036195,-121.83245247315344
388,12311340,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.68319895851288 55.99171516527983),0,55.99171516527983,-120.68319895851288
390,12311342,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.58568059015782 55.637211005402825),0,55.637211005402825,-120.58568059015782
391,12311343,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-122.44456078966023 56.93537942571443),0,56.93537942571443,-122.44456078966023
393,12311345,Pacific Canbriam Energy Limited,BRITISH COLUMBIA,POINT (-122.04596770146144 56.324721862361336),0,56.324721862361336,-122.04596770146144
394,12311346,Murphy Oil Company Ltd.,BRITISH COLUMBIA,POINT (-120.71936112143642 55.768684326989366),0,55.768684326989366,-120.71936112143642
395,12311347,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.76161637107671 57.421931021883125),0,57.421931021883125,-122.76161637107671
396,12311348,ConocoPhillips Canada Resources Corp.,BRITISH COLUMBIA,POINT (-121.92173328098242 56.848383291997145),0,56.848383291997145,-121.92173328098242
397,12311349,PETRONAS Energy Canada Ltd.,BRITISH COLUMBIA,POINT (-122.14166345117803 56.92226651817566),0,56.92226651817566,-122.14166345117803
403,12311355,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-120.37100441973195 55.90943580758869),0,55.90943580758869,-120.37100441973195
407,12311359,Whitecap Resources Inc.,BRITISH COLUMBIA,POINT (-120.1257633487964 56.33146509564933),0,56.33146509564933,-120.1257633487964
459,12311411,Canadian Natural Resources Limited,BRITISH COLUMBIA,POINT (-120.53141141337682 56.922314709289374),0,56.922314709289374,-120.53141141337682
467,12311419,ARC Resources Ltd.,BRITISH COLUMBIA,POINT (-120.1078079356615 55.89004660202859),0,55.89004660202859,-120.1078079356615
469,12311421,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-121.84705054955725 57.066760914807546),0,57.066760914807546,-121.84705054955725
470,12311422,Coelacanth Energy Inc.,BRITISH COLUMBIA,POINT (-120.48054279332023 56.172272834293736),0,56.172272834293736,-120.48054279332023
473,12311425,Tourmaline Oil Corp.,BRITISH COLUMBIA,POINT (-122.0632127686705 56.75041877994662),0,56.75041877994662,-122.0632127686705
475,12311427,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.04894590622185 55.72411361563171),0,55.72411361563171,-120.04894590622185
476,12311428,Ovintiv Canada ULC,BRITISH COLUMBIA,POINT (-120.0365415517408 55.735052490308426),0,55.735052490308426,-120.0365415517408
